decision_idx,eval_idx,train_end_idx,decision_date,eval_date,is_update_step,update_attempted,update_applied,gate_mode,gate_passed,gate_reason,gate_val_improvement,gate_relative_improvement
412,412,411,2022-03-07,2022-03-07,1,1,1,cadence,1,cadence_accept,-4.23286110162735e-07,-9.625087486574144e-05
413,413,412,2022-03-08,2022-03-08,0,0,0,cadence,1,not_update_step,,
414,414,413,2022-03-09,2022-03-09,0,0,0,cadence,1,not_update_step,,
415,415,414,2022-03-10,2022-03-10,0,0,0,cadence,1,not_update_step,,
416,416,415,2022-03-11,2022-03-11,0,0,0,cadence,1,not_update_step,,
417,417,416,2022-03-14,2022-03-14,1,1,1,cadence,1,cadence_accept,3.4924596548080444e-07,5.969882182160668e-05
418,418,417,2022-03-15,2022-03-15,0,0,0,cadence,1,not_update_step,,
419,419,418,2022-03-16,2022-03-16,0,0,0,cadence,1,not_update_step,,
420,420,419,2022-03-17,2022-03-17,0,0,0,cadence,1,not_update_step,,
421,421,420,2022-03-18,2022-03-18,0,0,0,cadence,1,not_update_step,,
422,422,421,2022-03-21,2022-03-21,1,1,1,cadence,1,cadence_accept,7.367925718426704e-07,0.0004052266747690102
423,423,422,2022-03-22,2022-03-22,0,0,0,cadence,1,not_update_step,,
424,424,423,2022-03-23,2022-03-23,0,0,0,cadence,1,not_update_step,,
425,425,424,2022-03-24,2022-03-24,0,0,0,cadence,1,not_update_step,,
426,426,425,2022-03-25,2022-03-25,0,0,0,cadence,1,not_update_step,,
427,427,426,2022-03-28,2022-03-28,1,1,1,cadence,1,cadence_accept,1.0814983397722244e-06,0.0005601144149869407
428,428,427,2022-03-29,2022-03-29,0,0,0,cadence,1,not_update_step,,
429,429,428,2022-03-30,2022-03-30,0,0,0,cadence,1,not_update_step,,
430,430,429,2022-03-31,2022-03-31,0,0,0,cadence,1,not_update_step,,
431,431,430,2022-04-01,2022-04-01,0,0,0,cadence,1,not_update_step,,
432,432,431,2022-04-04,2022-04-04,1,1,1,cadence,1,cadence_accept,1.2255623005330563e-07,0.0002824898735526568
433,433,432,2022-04-05,2022-04-05,0,0,0,cadence,1,not_update_step,,
434,434,433,2022-04-06,2022-04-06,0,0,0,cadence,1,not_update_step,,
435,435,434,2022-04-07,2022-04-07,0,0,0,cadence,1,not_update_step,,
436,436,435,2022-04-08,2022-04-08,0,0,0,cadence,1,not_update_step,,
437,437,436,2022-04-11,2022-04-11,1,1,1,cadence,1,cadence_accept,1.0891817510128021e-06,0.001986089093787331
438,438,437,2022-04-12,2022-04-12,0,0,0,cadence,1,not_update_step,,
439,439,438,2022-04-13,2022-04-13,0,0,0,cadence,1,not_update_step,,
440,440,439,2022-04-14,2022-04-14,0,0,0,cadence,1,not_update_step,,
441,441,440,2022-04-18,2022-04-18,1,1,1,cadence,1,cadence_accept,2.298504114151001e-06,0.0017383403344498282
442,442,441,2022-04-19,2022-04-19,0,0,0,cadence,1,not_update_step,,
443,443,442,2022-04-20,2022-04-20,0,0,0,cadence,1,not_update_step,,
444,444,443,2022-04-21,2022-04-21,0,0,0,cadence,1,not_update_step,,
445,445,444,2022-04-22,2022-04-22,0,0,0,cadence,1,not_update_step,,
446,446,445,2022-04-25,2022-04-25,1,1,1,cadence,1,cadence_accept,7.378635928034782e-06,0.0019961211337979835
447,447,446,2022-04-26,2022-04-26,0,0,0,cadence,1,not_update_step,,
448,448,447,2022-04-27,2022-04-27,0,0,0,cadence,1,not_update_step,,
449,449,448,2022-04-28,2022-04-28,0,0,0,cadence,1,not_update_step,,
450,450,449,2022-04-29,2022-04-29,0,0,0,cadence,1,not_update_step,,
451,451,450,2022-05-02,2022-05-02,1,1,1,cadence,1,cadence_accept,6.0498714447021484e-06,0.0016299353071123606
452,452,451,2022-05-03,2022-05-03,0,0,0,cadence,1,not_update_step,,
453,453,452,2022-05-04,2022-05-04,0,0,0,cadence,1,not_update_step,,
454,454,453,2022-05-05,2022-05-05,0,0,0,cadence,1,not_update_step,,
455,455,454,2022-05-06,2022-05-06,0,0,0,cadence,1,not_update_step,,
456,456,455,2022-05-09,2022-05-09,1,1,1,cadence,1,cadence_accept,4.843110218644142e-06,0.0016570546181073431
457,457,456,2022-05-10,2022-05-10,0,0,0,cadence,1,not_update_step,,
458,458,457,2022-05-11,2022-05-11,0,0,0,cadence,1,not_update_step,,
459,459,458,2022-05-12,2022-05-12,0,0,0,cadence,1,not_update_step,,
460,460,459,2022-05-13,2022-05-13,0,0,0,cadence,1,not_update_step,,
461,461,460,2022-05-16,2022-05-16,1,1,1,cadence,1,cadence_accept,4.034023731946945e-06,0.0012366373253552179
462,462,461,2022-05-17,2022-05-17,0,0,0,cadence,1,not_update_step,,
463,463,462,2022-05-18,2022-05-18,0,0,0,cadence,1,not_update_step,,
464,464,463,2022-05-19,2022-05-19,0,0,0,cadence,1,not_update_step,,
465,465,464,2022-05-20,2022-05-20,0,0,0,cadence,1,not_update_step,,
466,466,465,2022-05-23,2022-05-23,1,1,1,cadence,1,cadence_accept,3.2784882932901382e-06,0.0012653842675347487
467,467,466,2022-05-24,2022-05-24,0,0,0,cadence,1,not_update_step,,
468,468,467,2022-05-25,2022-05-25,0,0,0,cadence,1,not_update_step,,
469,469,468,2022-05-26,2022-05-26,0,0,0,cadence,1,not_update_step,,
470,470,469,2022-05-27,2022-05-27,0,0,0,cadence,1,not_update_step,,
471,471,470,2022-05-31,2022-05-31,1,1,1,cadence,1,cadence_accept,4.168599843978882e-06,0.001973519955547719
472,472,471,2022-06-01,2022-06-01,0,0,0,cadence,1,not_update_step,,
473,473,472,2022-06-02,2022-06-02,0,0,0,cadence,1,not_update_step,,
474,474,473,2022-06-03,2022-06-03,0,0,0,cadence,1,not_update_step,,
475,475,474,2022-06-06,2022-06-06,1,1,1,cadence,1,cadence_accept,4.878966137766838e-06,0.0019271983457936214
476,476,475,2022-06-07,2022-06-07,0,0,0,cadence,1,not_update_step,,
477,477,476,2022-06-08,2022-06-08,0,0,0,cadence,1,not_update_step,,
478,478,477,2022-06-09,2022-06-09,0,0,0,cadence,1,not_update_step,,
479,479,478,2022-06-10,2022-06-10,0,0,0,cadence,1,not_update_step,,
480,480,479,2022-06-13,2022-06-13,1,1,1,cadence,1,cadence_accept,7.810071110725403e-06,0.0016539169833122457
481,481,480,2022-06-14,2022-06-14,0,0,0,cadence,1,not_update_step,,
482,482,481,2022-06-15,2022-06-15,0,0,0,cadence,1,not_update_step,,
483,483,482,2022-06-16,2022-06-16,0,0,0,cadence,1,not_update_step,,
484,484,483,2022-06-17,2022-06-17,0,0,0,cadence,1,not_update_step,,
485,485,484,2022-06-21,2022-06-21,1,1,1,cadence,1,cadence_accept,6.271526217460632e-06,0.0013537278372894013
486,486,485,2022-06-22,2022-06-22,0,0,0,cadence,1,not_update_step,,
487,487,486,2022-06-23,2022-06-23,0,0,0,cadence,1,not_update_step,,
488,488,487,2022-06-24,2022-06-24,0,0,0,cadence,1,not_update_step,,
489,489,488,2022-06-27,2022-06-27,1,1,1,cadence,1,cadence_accept,3.525521606206894e-06,0.001425289043561437
490,490,489,2022-06-28,2022-06-28,0,0,0,cadence,1,not_update_step,,
491,491,490,2022-06-29,2022-06-29,0,0,0,cadence,1,not_update_step,,
492,492,491,2022-06-30,2022-06-30,0,0,0,cadence,1,not_update_step,,
493,493,492,2022-07-01,2022-07-01,0,0,0,cadence,1,not_update_step,,
494,494,493,2022-07-05,2022-07-05,1,1,1,cadence,1,cadence_accept,9.974464774131775e-06,0.0025436871130110157
495,495,494,2022-07-06,2022-07-06,0,0,0,cadence,1,not_update_step,,
496,496,495,2022-07-07,2022-07-07,0,0,0,cadence,1,not_update_step,,
497,497,496,2022-07-08,2022-07-08,0,0,0,cadence,1,not_update_step,,
498,498,497,2022-07-11,2022-07-11,1,1,1,cadence,1,cadence_accept,-4.161905962973833e-06,-0.006278740192537033
499,499,498,2022-07-12,2022-07-12,0,0,0,cadence,1,not_update_step,,
500,500,499,2022-07-13,2022-07-13,0,0,0,cadence,1,not_update_step,,
501,501,500,2022-07-14,2022-07-14,0,0,0,cadence,1,not_update_step,,
502,502,501,2022-07-15,2022-07-15,0,0,0,cadence,1,not_update_step,,
503,503,502,2022-07-18,2022-07-18,1,1,1,cadence,1,cadence_accept,-2.580811269581318e-06,-0.0025872627844819762
504,504,503,2022-07-19,2022-07-19,0,0,0,cadence,1,not_update_step,,
505,505,504,2022-07-20,2022-07-20,0,0,0,cadence,1,not_update_step,,
506,506,505,2022-07-21,2022-07-21,0,0,0,cadence,1,not_update_step,,
507,507,506,2022-07-22,2022-07-22,0,0,0,cadence,1,not_update_step,,
508,508,507,2022-07-25,2022-07-25,1,1,1,cadence,1,cadence_accept,-3.077741712331772e-05,-0.011649233526291668
509,509,508,2022-07-26,2022-07-26,0,0,0,cadence,1,not_update_step,,
510,510,509,2022-07-27,2022-07-27,0,0,0,cadence,1,not_update_step,,
511,511,510,2022-07-28,2022-07-28,0,0,0,cadence,1,not_update_step,,
512,512,511,2022-07-29,2022-07-29,0,0,0,cadence,1,not_update_step,,
513,513,512,2022-08-01,2022-08-01,1,1,1,cadence,1,cadence_accept,-5.495734512805939e-05,-0.011275775348165163
514,514,513,2022-08-02,2022-08-02,0,0,0,cadence,1,not_update_step,,
515,515,514,2022-08-03,2022-08-03,0,0,0,cadence,1,not_update_step,,
516,516,515,2022-08-04,2022-08-04,0,0,0,cadence,1,not_update_step,,
517,517,516,2022-08-05,2022-08-05,0,0,0,cadence,1,not_update_step,,
518,518,517,2022-08-08,2022-08-08,1,1,1,cadence,1,cadence_accept,-0.00012267939746379852,-0.011204386964816015
519,519,518,2022-08-09,2022-08-09,0,0,0,cadence,1,not_update_step,,
520,520,519,2022-08-10,2022-08-10,0,0,0,cadence,1,not_update_step,,
521,521,520,2022-08-11,2022-08-11,0,0,0,cadence,1,not_update_step,,
522,522,521,2022-08-12,2022-08-12,0,0,0,cadence,1,not_update_step,,
523,523,522,2022-08-15,2022-08-15,1,1,1,cadence,1,cadence_accept,-0.00010186806321144104,-0.011261729680177152
524,524,523,2022-08-16,2022-08-16,0,0,0,cadence,1,not_update_step,,
525,525,524,2022-08-17,2022-08-17,0,0,0,cadence,1,not_update_step,,
526,526,525,2022-08-18,2022-08-18,0,0,0,cadence,1,not_update_step,,
527,527,526,2022-08-19,2022-08-19,0,0,0,cadence,1,not_update_step,,
528,528,527,2022-08-22,2022-08-22,1,1,1,cadence,1,cadence_accept,-0.00011417921632528305,-0.011921788538341705
529,529,528,2022-08-23,2022-08-23,0,0,0,cadence,1,not_update_step,,
530,530,529,2022-08-24,2022-08-24,0,0,0,cadence,1,not_update_step,,
531,531,530,2022-08-25,2022-08-25,0,0,0,cadence,1,not_update_step,,
532,532,531,2022-08-26,2022-08-26,0,0,0,cadence,1,not_update_step,,
533,533,532,2022-08-29,2022-08-29,1,1,1,cadence,1,cadence_accept,-0.00012207217514514923,-0.01151780979257528
534,534,533,2022-08-30,2022-08-30,0,0,0,cadence,1,not_update_step,,
535,535,534,2022-08-31,2022-08-31,0,0,0,cadence,1,not_update_step,,
536,536,535,2022-09-01,2022-09-01,0,0,0,cadence,1,not_update_step,,
537,537,536,2022-09-02,2022-09-02,0,0,0,cadence,1,not_update_step,,
538,538,537,2022-09-06,2022-09-06,1,1,1,cadence,1,cadence_accept,-0.00012113433331251144,-0.012900816546806868
539,539,538,2022-09-07,2022-09-07,0,0,0,cadence,1,not_update_step,,
540,540,539,2022-09-08,2022-09-08,0,0,0,cadence,1,not_update_step,,
541,541,540,2022-09-09,2022-09-09,0,0,0,cadence,1,not_update_step,,
542,542,541,2022-09-12,2022-09-12,1,1,1,cadence,1,cadence_accept,-0.00014181248843669891,-0.01318997232815679
543,543,542,2022-09-13,2022-09-13,0,0,0,cadence,1,not_update_step,,
544,544,543,2022-09-14,2022-09-14,0,0,0,cadence,1,not_update_step,,
545,545,544,2022-09-15,2022-09-15,0,0,0,cadence,1,not_update_step,,
546,546,545,2022-09-16,2022-09-16,0,0,0,cadence,1,not_update_step,,
547,547,546,2022-09-19,2022-09-19,1,1,1,cadence,1,cadence_accept,-0.00016523804515600204,-0.015058978302165873
548,548,547,2022-09-20,2022-09-20,0,0,0,cadence,1,not_update_step,,
549,549,548,2022-09-21,2022-09-21,0,0,0,cadence,1,not_update_step,,
550,550,549,2022-09-22,2022-09-22,0,0,0,cadence,1,not_update_step,,
551,551,550,2022-09-23,2022-09-23,0,0,0,cadence,1,not_update_step,,
552,552,551,2022-09-26,2022-09-26,1,1,1,cadence,1,cadence_accept,-0.0001587904989719391,-0.015682402016321026
553,553,552,2022-09-27,2022-09-27,0,0,0,cadence,1,not_update_step,,
554,554,553,2022-09-28,2022-09-28,0,0,0,cadence,1,not_update_step,,
555,555,554,2022-09-29,2022-09-29,0,0,0,cadence,1,not_update_step,,
556,556,555,2022-09-30,2022-09-30,0,0,0,cadence,1,not_update_step,,
557,557,556,2022-10-03,2022-10-03,1,1,1,cadence,1,cadence_accept,-0.0001414320431649685,-0.01789408095203988
558,558,557,2022-10-04,2022-10-04,0,0,0,cadence,1,not_update_step,,
559,559,558,2022-10-05,2022-10-05,0,0,0,cadence,1,not_update_step,,
560,560,559,2022-10-06,2022-10-06,0,0,0,cadence,1,not_update_step,,
561,561,560,2022-10-07,2022-10-07,0,0,0,cadence,1,not_update_step,,
562,562,561,2022-10-10,2022-10-10,1,1,1,cadence,1,cadence_accept,-0.000120572280138731,-0.016848476540784658
563,563,562,2022-10-11,2022-10-11,0,0,0,cadence,1,not_update_step,,
